"Format","MoTeC CSV File",,,"Workbook","Samples"
"Venue","spa",,,"Worksheet","Graph"
"Vehicle","ks_porsche_911_gt3_r_2016",,,"Vehicle Desc",""
"Driver","xxzerpia23",,,"Engine ID",""
"Device","ADL"
"Comment","Tires: Slick Soft (S)",,,"Session","PRACTICE"
"Log Date","6/12/2026",,,"Origin Time","139.249","s"
"Log Time","1:02:00 AM",,,"Start Time","139.250","s"
"Sample Rate","20.000","Hz",,"End Time","281.100","s"
"Duration","141.850","s",,"Start Distance","6607","m"
"Range","Lap 1",,,"End Distance","13562","m"


"Engine RPM","Ground Speed","Throttle Pos","Brake Pos","Steering Angle","Lap Time"
"rpm","km/h","%","%","deg","s"


"8352","156.72","100.00","0.00","6.84","104.71"
"8357","157.44","100.00","0.00","10.70","104.75"
"8421","158.23","100.00","0.00","16.14","104.80"
"8533","158.92","100.00","0.00","20.51","104.85"
"8564","159.66","100.00","0.00","23.81","104.91"
"8559","160.44","100.00","0.00","27.06","104.96"
"8596","161.15","100.00","0.00","31.99","105.01"
"8681","161.82","100.00","0.00","37.43","105.06"
"8728","162.45","100.00","0.00","41.80","105.11"
"8736","162.99","100.00","0.00","43.99","105.15"
"8762","163.60","100.00","0.00","43.99","105.21"
"8798","164.18","100.00","0.00","43.99","105.26"
"8824","164.80","100.00","0.00","43.43","105.31"
"8848","165.26","100.00","0.00","43.15","105.35"
"8538","165.35","100.00","0.00","43.15","105.40"
"7474","165.51","100.00","0.00","43.15","105.46"
"7314","166.26","100.00","0.00","43.43","105.51"
"7390","166.77","100.00","0.00","44.55","105.56"
"7487","167.06","100.00","0.00","46.17","105.60"
"7440","167.51","100.00","0.00","47.29","105.66"
"7435","167.84","100.00","0.00","47.80","105.71"
"7441","168.10","100.00","0.00","48.36","105.76"
"7469","168.31","100.00","0.00","48.92","105.80"
"7550","168.60","100.00","0.00","49.48","105.85"
"7567","168.93","100.00","0.00","49.99","105.90"
"7522","169.21","100.00","0.00","50.55","105.96"
"7505","169.49","100.00","0.00","50.55","106.01"
"7491","169.80","100.00","0.00","50.55","106.06"
"7524","170.05","100.00","0.00","50.55","106.10"
"7547","170.41","100.00","0.00","50.55","106.15"
"7546","170.81","100.00","0.00","50.55","106.20"
"7546","171.16","100.00","0.00","50.55","106.26"
"7536","171.50","100.00","0.00","50.55","106.31"
"7535","171.88","100.00","0.00","50.55","106.36"
"7595","172.24","100.00","0.00","50.55","106.41"
"7649","172.63","100.00","0.00","50.55","106.46"
"7676","173.04","100.00","0.00","50.55","106.51"
"7666","173.30","100.00","0.00","50.55","106.55"
"7642","173.66","97.46","0.00","50.55","106.60"
"7622","173.91","79.20","0.00","51.10","106.65"
"7623","173.97","69.05","0.00","51.66","106.70"
"7597","174.00","63.87","0.00","51.66","106.75"
"7591","173.95","61.81","0.00","51.66","106.80"
"7581","173.88","61.81","0.00","51.66","106.86"
"7579","173.82","65.23","0.00","51.66","106.91"
"7611","173.83","77.25","0.00","51.66","106.96"
"7652","173.95","90.33","0.00","51.66","107.01"
"7675","174.22","100.00","0.00","51.66","107.06"
"7689","174.55","100.00","0.00","51.66","107.11"
"7713","174.87","100.00","0.00","51.66","107.16"
"7747","175.18","100.00","0.00","51.66","107.21"
"7753","175.51","100.00","0.00","51.66","107.26"
"7765","175.82","100.00","0.00","51.66","107.31"
"7772","176.06","100.00","0.00","51.66","107.36"
"7755","176.32","100.00","0.00","51.66","107.41"
"7773","176.60","100.00","0.00","50.82","107.46"
"7819","176.88","100.00","0.00","48.64","107.51"
"7872","177.16","100.00","0.00","45.34","107.56"
"7843","177.47","100.00","0.00","40.97","107.61"
"7817","177.82","100.00","0.00","36.36","107.66"
"7850","178.12","100.00","0.00","31.99","107.71"
"7904","178.40","100.00","0.00","28.41","107.76"
"7889","178.78","100.00","0.00","25.99","107.81"
"7884","179.14","100.00","0.00","24.32","107.85"
"7912","179.48","100.00","0.00","22.69","107.91"
"7920","179.84","100.00","0.00","21.85","107.95"
"7929","180.29","100.00","0.00","20.51","108.01"
"7957","180.65","100.00","0.00","19.44","108.06"
"7963","181.03","100.00","0.00","18.60","108.11"
"7951","181.44","100.00","0.00","18.04","108.16"
"7973","181.82","100.00","0.00","18.04","108.21"
"8001","182.20","100.00","0.00","18.04","108.25"
"8025","182.63","100.00","0.00","18.04","108.30"
"8036","183.06","100.00","0.00","18.04","108.35"
"8060","183.55","100.00","0.00","17.48","108.41"
"8086","183.98","100.00","0.00","16.69","108.46"
"8085","184.42","100.00","0.00","15.58","108.51"
"8110","184.86","100.00","0.00","15.07","108.56"
"8139","185.26","100.00","0.00","14.79","108.61"
"8149","185.69","100.00","0.00","14.51","108.66"
"8162","186.11","100.00","0.00","14.23","108.70"
"8190","186.55","100.00","0.00","13.67","108.75"
"8209","187.00","100.00","0.00","12.60","108.81"
"8218","187.43","100.00","0.00","11.21","108.85"
"8242","187.89","100.00","0.00","9.58","108.90"
"8270","188.31","100.00","0.00","8.23","108.95"
"8279","188.76","100.00","0.00","7.11","109.00"
"8281","189.34","100.00","0.00","6.56","109.06"
"8305","189.69","100.00","0.00","6.32","109.10"
"8331","190.18","100.00","0.00","6.32","109.15"
"8362","190.70","100.00","0.00","6.32","109.21"
"8357","191.11","100.00","0.00","6.32","109.25"
"8361","191.69","100.00","0.00","6.32","109.31"
"8406","192.16","100.00","0.00","6.32","109.36"
"8458","192.57","100.00","0.00","6.32","109.41"
"8442","193.05","100.00","0.00","6.32","109.46"
"8439","193.55","100.00","0.00","6.32","109.51"
"8456","194.03","100.00","0.00","6.32","109.56"
"8489","194.44","100.00","0.00","6.32","109.61"
"8511","194.90","100.00","0.00","6.32","109.66"
"8535","195.32","100.00","0.00","6.32","109.71"
"8552","195.78","100.00","0.00","6.32","109.76"
"8560","196.20","100.00","0.00","6.56","109.80"
"8577","196.62","100.00","0.00","6.56","109.85"
"8608","197.06","100.00","0.00","6.56","109.90"
"8632","197.54","100.00","0.00","6.56","109.96"
"8653","197.94","100.00","0.00","6.56","110.01"
"8655","198.39","100.00","0.00","6.56","110.06"
"8690","198.78","100.00","0.00","6.56","110.11"
"8693","199.19","100.00","0.00","6.56","110.16"
"8708","199.59","100.00","0.00","6.56","110.20"
"8721","200.01","100.00","0.00","6.56","110.25"
"8756","200.39","100.00","0.00","6.56","110.30"
"8758","200.88","100.00","0.00","6.56","110.36"
"8772","201.28","100.00","0.00","6.56","110.41"
"8808","201.64","100.00","0.00","6.56","110.46"
"8698","201.92","100.00","0.00","6.56","110.51"
"7741","201.55","100.00","0.00","6.56","110.56"
"7465","202.16","100.00","0.00","6.56","110.61"
"7483","202.50","100.00","0.00","6.56","110.65"
"7497","202.86","100.00","0.00","6.56","110.70"
"7498","203.22","100.00","0.00","6.56","110.75"
"7527","203.56","100.00","0.00","6.56","110.80"
"7530","203.98","100.00","0.00","6.56","110.86"
"7571","204.31","100.00","0.00","6.56","110.91"
"7567","204.67","100.00","0.00","6.56","110.96"
"7549","205.06","100.00","0.00","6.56","111.01"
"7598","205.35","100.00","0.00","6.56","111.06"
"7583","205.69","100.00","0.00","6.56","111.10"
"7585","206.12","100.00","0.00","6.56","111.16"
"7606","206.39","100.00","0.00","6.56","111.20"
"7711","206.70","100.00","0.00","7.11","111.26"
"7706","207.06","100.00","0.00","7.11","111.31"
"7654","207.44","100.00","0.00","7.11","111.36"
"7643","207.81","100.00","0.00","7.11","111.41"
"7669","208.11","100.00","0.00","7.11","111.46"
"7714","208.42","100.00","0.00","7.11","111.51"
"7736","208.73","100.00","0.00","7.11","111.56"
"7721","209.07","100.00","0.00","7.11","111.60"
"7730","209.42","100.00","0.00","7.11","111.66"
"7739","209.73","100.00","0.00","7.11","111.70"
"7769","210.12","100.00","0.00","7.11","111.76"
"7779","210.37","100.00","0.00","7.11","111.80"
"7788","210.75","100.00","0.00","7.11","111.86"
"7789","211.09","100.00","0.00","7.11","111.91"
"7793","211.41","100.00","0.00","7.11","111.96"
"7816","211.71","100.00","0.00","6.84","112.01"
"7853","212.03","100.00","0.00","6.32","112.06"
"7848","212.35","100.00","0.00","5.77","112.11"
"7844","212.68","100.00","0.00","4.93","112.15"
"7859","213.02","100.00","0.00","4.65","112.20"
"7873","213.32","100.00","0.00","4.37","112.25"
"7879","213.67","100.00","0.00","4.37","112.30"
"7895","214.01","100.00","0.00","4.37","112.35"
"7915","214.32","100.00","0.00","4.37","112.40"
"7923","214.67","100.00","0.00","4.37","112.45"
"7934","215.08","100.00","0.00","4.37","112.51"
"7944","215.35","100.00","0.00","4.37","112.55"
"7969","215.75","100.00","0.00","4.37","112.61"
"7979","216.06","100.00","0.00","4.37","112.66"
"7975","216.40","100.00","0.00","4.37","112.71"
"7989","216.74","100.00","0.00","4.37","112.76"
"7998","217.08","100.00","0.00","4.37","112.81"
"8033","217.38","100.00","0.00","4.37","112.86"
"8045","217.72","100.00","0.00","4.37","112.91"
"8048","218.06","100.00","0.00","4.37","112.96"
"8050","218.38","100.00","0.00","4.37","113.01"
"8057","218.72","100.00","0.00","4.37","113.06"
"8075","219.06","100.00","0.00","4.37","113.11"
"8113","219.37","100.00","0.00","4.37","113.16"
"8106","219.68","100.00","0.00","4.37","113.21"
"8100","220.03","100.00","0.00","4.37","113.26"
"8123","220.30","100.00","0.00","4.37","113.30"
"8154","220.65","100.00","0.00","4.37","113.36"
"8154","220.97","100.00","0.00","4.37","113.41"
"8150","221.25","100.00","0.00","4.37","113.45"
"8160","221.64","100.00","0.00","4.37","113.51"
"8212","221.92","100.00","0.00","4.37","113.56"
"8211","222.23","100.00","0.00","4.37","113.61"
"8205","222.57","100.00","0.00","4.37","113.66"
"8221","222.88","100.00","0.00","4.37","113.71"
"8220","223.18","100.00","0.00","4.37","113.76"
"8229","223.50","100.00","0.00","4.37","113.81"
"8247","223.80","100.00","0.00","4.37","113.86"
"8282","224.08","100.00","0.00","4.37","113.91"
"8277","224.38","100.00","0.00","4.37","113.96"
"8287","224.69","100.00","0.00","4.37","114.01"
"8300","225.00","100.00","0.00","4.37","114.06"
"8307","225.30","100.00","0.00","4.37","114.11"
"8313","225.59","100.00","0.00","4.37","114.16"
"8326","225.89","100.00","0.00","4.37","114.21"
"8334","226.19","100.00","0.00","4.37","114.26"
"8344","226.49","100.00","0.00","4.37","114.31"
"8350","226.78","100.00","0.00","4.37","114.36"
"8368","227.07","100.00","0.00","4.37","114.41"
"8387","227.34","100.00","0.00","4.37","114.46"
"8412","227.61","100.00","0.00","4.37","114.51"
"8403","227.91","100.00","0.00","4.37","114.56"
"8399","228.19","100.00","0.00","4.37","114.61"
"8408","228.44","100.00","0.00","4.37","114.65"
"8448","228.70","100.00","0.00","4.37","114.70"
"8454","228.98","100.00","0.00","4.37","114.75"
"8446","229.28","100.00","0.00","4.37","114.81"
"8449","229.56","100.00","0.00","4.37","114.86"
"8459","229.84","100.00","0.00","4.37","114.91"
"8469","230.09","100.00","0.00","4.14","114.96"
"8488","230.36","100.00","0.00","4.14","115.01"
"8507","230.62","100.00","0.00","3.86","115.06"
"8503","230.88","100.00","0.00","3.86","115.11"
"8513","231.15","100.00","0.00","3.86","115.16"
"8530","231.41","100.00","0.00","3.86","115.21"
"8541","231.65","100.00","0.00","3.86","115.26"
"8538","231.93","100.00","0.00","3.86","115.31"
"8549","232.21","100.00","0.00","3.58","115.36"
"8560","232.45","100.00","0.00","3.02","115.41"
"8576","232.73","100.00","0.00","2.74","115.46"
"8581","232.98","100.00","0.00","2.19","115.51"
"8587","233.20","100.00","0.00","1.95","115.55"
"8599","233.47","100.00","0.00","1.67","115.60"
"8608","233.72","100.00","0.00","1.67","115.65"
"8611","234.01","100.00","0.00","1.40","115.71"
"8633","234.26","100.00","0.00","1.40","115.76"
"8638","234.54","100.00","0.00","1.40","115.81"
"8642","234.76","100.00","0.00","1.40","115.86"
"8644","235.02","100.00","0.00","1.40","115.91"
"8659","235.28","100.00","0.00","1.40","115.96"
"8679","235.54","100.00","0.00","1.40","116.01"
"8683","235.75","100.00","0.00","1.40","116.05"
"8689","236.03","100.00","0.00","1.40","116.11"
"8701","236.28","100.00","0.00","1.40","116.16"
"8704","236.55","100.00","0.00","1.40","116.21"
"8729","236.75","100.00","0.00","1.40","116.25"
"8725","237.00","100.00","0.00","1.40","116.31"
"8723","237.27","100.00","0.00","0.84","116.36"
"8726","237.53","100.00","0.00","0.28","116.41"
"8748","237.73","100.00","0.00","0.28","116.46"
"8775","237.94","100.00","0.00","0.00","116.51"
"8773","238.20","100.00","0.00","0.28","116.56"
"8766","238.41","100.00","0.00","0.28","116.60"
"8780","238.68","100.00","0.00","-0.28","116.66"
"8828","238.88","100.00","0.00","-1.63","116.71"
"8817","239.09","100.00","0.00","-2.19","116.75"
"8800","239.37","100.00","0.00","-2.74","116.81"
"8800","239.64","100.00","0.00","-3.58","116.86"
"8826","239.81","100.00","0.00","-3.81","116.91"
"8826","240.04","100.00","0.00","-3.81","116.96"
"8446","239.72","100.00","0.00","-3.81","117.01"
"7482","239.94","100.00","0.00","-3.81","117.06"
"7499","240.10","100.00","0.00","-4.37","117.11"
"7502","240.31","100.00","0.00","-4.93","117.16"
"7518","240.45","100.00","0.00","-6.56","117.21"
"7507","240.66","100.00","0.00","-8.74","117.26"
"7507","240.81","100.00","0.00","-10.37","117.31"
"7524","240.97","100.00","0.00","-11.49","117.36"
"7540","241.10","100.00","0.00","-11.49","117.41"
"7557","241.25","100.00","0.00","-9.30","117.46"
"7544","241.38","100.00","0.00","-6.56","117.50"
"7539","241.54","100.00","0.00","-2.74","117.56"
"7541","241.69","100.00","0.00","0.00","117.61"
"7551","241.83","100.00","0.00","0.84","117.66"
"7555","242.02","100.00","0.00","0.84","117.71"
"7553","242.18","100.00","0.00","-0.28","117.75"
"7555","242.39","100.00","0.00","-2.74","117.81"
"7566","242.59","100.00","0.00","-6.00","117.86"
"7574","242.73","100.00","0.00","-8.74","117.90"
"7584","242.92","100.00","0.00","-11.49","117.96"
"7589","243.06","100.00","0.00","-13.11","118.00"
"7589","243.21","100.00","0.00","-13.11","118.06"
"7603","243.33","100.00","0.00","-13.11","118.11"
"7610","243.43","100.00","0.00","-13.11","118.15"
"7613","243.53","100.00","0.00","-13.11","118.21"
"7618","243.63","100.00","0.00","-13.11","118.26"
"7633","243.69","100.00","0.00","-13.67","118.31"
"7629","243.76","100.00","0.00","-14.23","118.36"
"7615","243.82","100.00","0.00","-14.74","118.40"
"7622","243.88","100.00","0.00","-15.86","118.46"
"7625","243.89","100.00","0.00","-16.41","118.51"
"7612","243.94","100.00","0.00","-16.41","118.55"
"7636","243.99","100.00","0.00","-16.41","118.60"
"7669","244.01","100.00","0.00","-16.41","118.66"
"7633","244.07","100.00","0.00","-16.41","118.71"
"7621","244.09","100.00","0.00","-16.41","118.75"
"7632","244.10","100.00","0.00","-16.41","118.81"
"7661","244.14","100.00","0.00","-16.41","118.86"
"7657","244.17","100.00","0.00","-16.41","118.90"
"7631","244.21","100.00","0.00","-16.41","118.96"
"7629","244.23","100.00","0.00","-15.02","119.00"
"7634","244.24","100.00","0.00","-13.39","119.05"
"7645","244.30","100.00","0.00","-11.49","119.11"
"7670","244.34","100.00","0.00","-10.37","119.15"
"7634","244.42","100.00","0.00","-9.58","119.21"
"7625","244.47","100.00","0.00","-9.30","119.26"
"7630","244.53","100.00","0.00","-8.74","119.30"
"7654","244.63","100.00","0.00","-7.95","119.35"
"7676","244.74","100.00","0.00","-7.67","119.41"
"7653","244.85","100.00","0.00","-7.67","119.45"
"7638","244.98","100.00","0.00","-7.67","119.51"
"7642","245.10","100.00","0.00","-7.67","119.56"
"7657","245.19","100.00","0.00","-7.67","119.60"
"7663","245.30","100.00","0.00","-7.67","119.65"
"7656","245.44","100.00","0.00","-7.67","119.71"
"7667","245.56","100.00","0.00","-7.67","119.76"
"7670","245.66","100.00","0.00","-7.67","119.80"
"7683","245.79","100.00","0.00","-7.67","119.85"
"7676","245.91","100.00","0.00","-7.67","119.91"
"7673","246.04","100.00","0.00","-7.11","119.96"
"7688","246.15","100.00","0.00","-6.56","120.01"
"7692","246.25","100.00","0.00","-5.49","120.05"
"7695","246.38","100.00","0.00","-4.09","120.11"
"7691","246.52","100.00","0.00","-3.30","120.16"
"7690","246.65","100.00","0.00","-2.74","120.21"
"7694","246.78","100.00","0.00","-2.74","120.25"
"7708","246.92","100.00","0.00","-2.74","120.30"
"7714","247.07","100.00","0.00","-2.74","120.36"
"7709","247.23","100.00","0.00","-2.74","120.41"
"7712","247.39","100.00","0.00","-2.74","120.46"
"7717","247.51","100.00","0.00","-2.74","120.50"
"7723","247.66","100.00","0.00","-2.74","120.56"
"7738","247.81","100.00","0.00","-3.02","120.61"
"7738","247.96","100.00","0.00","-4.65","120.66"
"7734","248.09","100.00","0.00","-6.28","120.70"
"7741","248.24","100.00","0.00","-9.02","120.76"
"7757","248.36","100.00","0.00","-11.76","120.81"
"7759","248.45","100.00","0.00","-13.39","120.85"
"7760","248.57","100.00","0.00","-13.39","120.91"
"7767","248.65","100.00","0.00","-11.21","120.96"
"7767","248.63","100.00","0.00","-9.86","121.00"
"7779","248.44","100.00","0.00","-9.58","121.06"
"7767","248.26","100.00","0.00","-10.93","121.11"
"7747","248.09","100.00","0.00","-12.55","121.16"
"7743","247.95","100.00","0.00","-13.11","121.20"
"7747","247.76","100.00","0.00","-11.49","121.26"
"7732","247.60","100.00","0.00","-8.18","121.31"
"7733","247.44","100.00","0.00","-5.49","121.35"
"7718","247.29","100.00","0.00","-3.58","121.41"
"7716","247.13","100.00","0.00","-3.02","121.46"
"7720","247.00","100.00","0.00","-3.30","121.51"
"7712","246.90","100.00","0.00","-3.30","121.55"
"7716","246.78","100.00","0.00","-3.81","121.61"
"7704","246.69","100.00","0.00","-4.37","121.66"
"7695","246.59","100.00","0.00","-4.37","121.71"
"7695","246.51","100.00","0.00","-4.37","121.75"
"7695","246.39","100.00","0.00","-4.37","121.80"
"7682","246.30","100.00","0.00","-5.49","121.86"
"7678","246.19","100.00","0.00","-7.67","121.91"
"7680","246.07","100.00","0.00","-12.04","121.96"
"7688","246.01","100.00","0.00","-15.86","122.00"
"7700","246.07","100.00","0.00","-19.67","122.05"
"7700","246.18","100.00","0.00","-21.34","122.10"
"7700","246.26","100.00","0.00","-21.34","122.16"
"7704","246.32","100.00","0.00","-19.95","122.21"
"7716","246.37","100.00","0.00","-18.04","122.26"
"7720","246.40","100.00","0.00","-16.69","122.31"
"7719","246.42","100.00","0.00","-16.14","122.36"
"7712","246.44","100.00","0.00","-16.41","122.41"
"7716","246.43","100.00","0.00","-17.48","122.46"
"7700","246.42","100.00","0.00","-19.16","122.51"
"7698","246.41","100.00","0.00","-20.23","122.56"
"7710","246.39","100.00","0.00","-20.79","122.60"
"7707","246.38","100.00","0.00","-20.23","122.66"
"7702","246.37","100.00","0.00","-19.67","122.71"
"7710","246.37","100.00","0.00","-19.67","122.75"
"7714","246.34","100.00","0.00","-19.95","122.80"
"7699","246.31","100.00","0.00","-20.51","122.85"
"7698","246.26","100.00","0.00","-21.58","122.91"
"7711","246.22","100.00","0.00","-23.25","122.96"
"7707","246.16","100.00","0.00","-24.32","123.01"
"7697","246.07","100.00","0.00","-24.88","123.06"
"7684","245.97","100.00","0.00","-24.88","123.11"
"7703","245.87","100.00","0.00","-24.32","123.16"
"7713","245.81","100.00","0.00","-23.76","123.21"
"7715","245.75","100.00","0.00","-23.53","123.26"
"7698","245.67","100.00","0.00","-23.53","123.31"
"7689","245.59","100.00","0.00","-23.25","123.35"
"7684","245.48","100.00","0.00","-23.25","123.40"
"7681","245.37","100.00","0.00","-23.25","123.45"
"7672","245.25","100.00","0.00","-23.25","123.51"
"7664","245.14","100.00","0.00","-23.25","123.56"
"7672","245.07","100.00","0.00","-23.25","123.61"
"7691","245.01","100.00","0.00","-22.69","123.66"
"7676","244.99","100.00","0.00","-22.41","123.70"
"7669","244.92","100.00","0.00","-21.85","123.75"
"7653","244.85","100.00","0.00","-21.34","123.81"
"7656","244.77","100.00","0.00","-20.79","123.86"
"7673","244.74","100.00","0.00","-20.51","123.91"
"7695","244.70","100.00","0.00","-19.95","123.96"
"7651","244.66","100.00","0.00","-19.16","124.01"
"7636","244.60","100.00","0.00","-18.04","124.06"
"7654","244.57","100.00","0.00","-17.20","124.10"
"7670","244.54","100.00","0.00","-15.86","124.16"
"7670","244.57","100.00","0.00","-14.51","124.21"
"7665","244.59","100.00","0.00","-13.11","124.26"
"7648","244.63","100.00","0.00","-12.04","124.31"
"7659","244.66","100.00","0.00","-11.49","124.35"
"7663","244.70","100.00","0.00","-11.49","124.41"
"7653","244.79","100.00","0.00","-11.49","124.46"
"7661","244.88","100.00","0.00","-11.49","124.51"
"7672","244.95","100.00","0.00","-11.49","124.55"
"7665","245.07","100.00","0.00","-11.49","124.60"
"7665","245.18","100.00","0.00","-11.49","124.66"
"7673","245.26","100.00","0.00","-11.49","124.71"
"7683","245.36","100.00","0.00","-11.21","124.76"
"7685","245.42","100.00","0.00","-10.65","124.80"
"7677","245.53","100.00","0.00","-9.86","124.86"
"7688","245.58","100.00","0.00","-9.30","124.90"
"7663","245.68","100.00","0.00","-8.18","124.96"
"7685","245.72","100.00","0.00","-7.39","125.00"
"7700","245.79","100.00","0.00","-6.00","125.06"
"7672","245.88","100.00","0.00","-3.81","125.11"
"7668","246.00","100.00","0.00","-2.19","125.16"
"7685","246.10","100.00","0.00","-0.56","125.21"
"7679","246.24","100.00","0.00","0.28","125.25"
"7687","246.39","100.00","0.00","1.40","125.31"
"7693","246.55","100.00","0.00","0.28","125.35"
"7692","246.78","100.00","0.00","0.00","125.41"
"7717","246.92","100.00","0.00","-1.12","125.45"
"7718","247.13","100.00","0.00","-0.56","125.51"
"7712","247.35","100.00","0.00","-0.28","125.56"
"7720","247.52","100.00","0.00","-1.12","125.61"
"7726","247.72","100.00","0.00","-1.63","125.66"
"7729","247.90","100.00","0.00","-1.63","125.70"
"7734","248.10","100.00","0.00","0.28","125.76"
"7740","248.26","100.00","0.00","2.46","125.80"
"7747","248.46","100.00","0.00","2.46","125.86"
"7758","248.62","100.00","0.00","1.40","125.90"
"7762","248.80","100.00","0.00","0.00","125.95"
"7765","249.00","100.00","0.00","0.28","126.01"
"7768","249.16","100.00","0.00","1.40","126.05"
"7777","249.35","100.00","0.00","2.46","126.11"
"7780","249.55","100.00","0.00","1.95","126.16"
"7786","249.69","100.00","0.00","1.67","126.21"
"7790","249.87","100.00","0.00","1.67","126.26"
"7803","250.06","100.00","0.00","1.67","126.31"
"7814","250.17","100.00","0.00","1.67","126.36"
"7799","250.37","100.00","0.00","1.67","126.41"
"7804","250.53","100.00","0.00","1.67","126.45"
"7829","250.69","100.00","0.00","1.67","126.51"
"7842","250.83","100.00","0.00","1.95","126.56"
"7822","251.02","100.00","0.00","2.46","126.61"
"7821","251.17","100.00","0.00","4.65","126.66"
"7843","251.32","100.00","0.00","5.21","126.71"
"7851","251.45","100.00","0.00","4.93","126.76"
"7847","251.60","100.00","0.00","4.65","126.80"
"7862","251.74","100.00","0.00","4.65","126.86"
"7850","251.89","100.00","0.00","4.65","126.91"
"7848","252.02","100.00","0.00","4.65","126.96"
"7866","252.16","100.00","0.00","4.65","127.01"
"7877","252.26","100.00","0.00","4.65","127.05"
"7876","252.43","100.00","0.00","4.65","127.11"
"7883","252.55","100.00","0.00","4.65","127.16"
"7882","252.69","100.00","0.00","4.93","127.21"
"7881","252.80","100.00","0.00","4.93","127.26"
"7877","252.94","100.00","0.00","5.49","127.31"
"7891","253.05","100.00","0.00","6.05","127.36"
"7898","253.14","100.00","0.00","7.11","127.41"
"7911","253.26","100.00","0.00","9.30","127.46"
"7907","253.37","100.00","0.00","10.93","127.51"
"7901","253.45","100.00","0.00","12.04","127.56"
"7926","253.53","100.00","0.00","12.04","127.61"
"7917","253.59","100.00","0.00","11.49","127.66"
"7911","253.64","100.00","0.00","10.70","127.71"
"7921","253.69","100.00","0.00","10.14","127.76"
"7931","253.72","100.00","0.00","9.30","127.80"
"7921","253.76","100.00","0.00","8.23","127.86"
"7921","253.82","100.00","0.00","6.84","127.91"
"7925","253.87","100.00","0.00","6.05","127.95"
"7924","253.93","100.00","0.00","5.77","128.01"
"7926","254.01","100.00","0.00","4.93","128.06"
"7929","254.10","100.00","0.00","4.65","128.11"
"7934","254.18","100.00","0.00","4.14","128.15"
"7930","254.28","100.00","0.00","4.14","128.20"
"7927","254.40","100.00","0.00","4.14","128.26"
"7936","254.50","100.00","0.00","4.14","128.31"
"7951","254.58","100.00","0.00","4.14","128.35"
"7941","254.70","100.00","0.00","4.14","128.41"
"7941","254.81","100.00","0.00","4.14","128.45"
"7961","254.92","100.00","0.00","4.37","128.51"
"7957","255.03","100.00","0.00","4.37","128.56"
"7951","255.13","100.00","0.00","4.37","128.61"
"7956","255.26","100.00","0.00","4.37","128.66"
"7971","255.36","100.00","0.00","4.37","128.71"
"7964","255.45","100.00","0.00","4.37","128.76"
"7968","255.57","100.00","0.00","4.37","128.81"
"7981","255.66","100.00","0.00","3.86","128.85"
"7937","255.67","59.77","5.39","3.02","128.91"
"7805","254.76","17.26","58.16","2.19","128.96"
"7549","252.69","0.00","100.00","1.67","129.00"
"7395","248.67","0.00","100.00","1.40","129.06"
"7640","244.63","80.00","100.00","1.95","129.11"
"8722","242.06","69.33","100.00","2.19","129.15"
"8522","238.75","0.00","100.00","3.30","129.20"
"8092","234.98","0.00","100.00","2.74","129.26"
"8230","231.70","0.00","100.00","2.74","129.30"
"8135","227.74","0.00","100.00","2.46","129.36"
"7951","224.06","0.00","100.00","3.02","129.41"
"7828","220.98","0.00","95.37","3.30","129.45"
"7750","217.25","0.00","88.46","3.02","129.51"
"7643","213.98","0.00","83.73","1.67","129.56"
"7529","210.72","0.00","83.53","0.56","129.61"
"7441","208.20","0.00","83.53","0.56","129.66"
"8618","205.04","77.33","83.53","0.28","129.71"
"8481","201.99","0.00","83.53","0.28","129.76"
"8118","199.30","0.00","83.53","0.28","129.81"
"8289","196.09","0.00","87.37","0.28","129.86"
"8138","193.38","0.00","89.11","0.00","129.90"
"7891","190.18","0.00","90.66","0.28","129.95"
"7819","186.68","0.00","90.88","0.00","130.01"
"7716","183.38","0.00","90.88","0.00","130.06"
"7590","180.74","0.00","91.10","0.28","130.10"
"7399","177.59","0.00","91.10","0.28","130.15"
"7268","174.16","0.00","91.10","0.28","130.20"
"7177","170.85","0.00","91.10","-0.28","130.26"
"7777","167.51","80.00","91.10","0.00","130.31"
"8480","164.99","21.33","89.78","0.28","130.35"
"8081","161.99","0.00","85.43","0.28","130.41"
"8001","159.00","0.00","84.80","-0.28","130.45"
"7878","155.72","0.00","84.58","-0.28","130.51"
"7775","153.25","0.00","84.58","-0.28","130.55"
"7647","150.25","0.00","84.58","0.00","130.60"
"7472","147.20","0.00","84.58","0.00","130.66"
"7264","144.26","0.00","84.58","0.28","130.71"
"7177","141.22","0.00","80.81","0.28","130.76"
"7072","138.21","0.00","76.33","0.84","130.81"
"6990","136.03","0.00","74.34","1.40","130.86"
"7310","133.43","80.00","70.84","1.40","130.91"
"8260","130.88","13.33","69.89","1.40","130.96"
"7933","128.94","0.00","69.89","0.00","131.01"
"7927","126.40","0.00","69.89","0.00","131.06"
"7841","123.78","0.00","69.89","1.40","131.11"
"7658","121.61","0.00","69.89","2.46","131.15"
"7498","119.19","0.00","69.89","3.02","131.20"
"7392","116.62","0.00","69.89","3.02","131.25"
"7222","114.04","0.00","69.89","3.02","131.31"
"7068","111.58","0.00","69.89","3.30","131.36"
"6912","109.01","0.00","69.89","4.37","131.41"
"6784","107.00","0.00","69.89","5.49","131.45"
"6611","104.60","0.00","69.89","7.11","131.51"
"7765","102.28","80.00","70.27","9.30","131.56"
